,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
780,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
781,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
782,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
783,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
784,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
785,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
786,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
787,3,TRUE,social drinker,no preference,family,public,single,independent,22,retro,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
788,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
789,4,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
790,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
791,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
792,1,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
793,0,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
794,2,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
795,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
796,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
797,3,TRUE,casual drinker,formal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
798,3,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
799,3,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
800,4,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
801,5,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
802,3,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
803,6,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
804,6,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
805,3,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
806,3,FALSE,social drinker,no preference,family,car owner,single,independent,20,variety,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
807,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
808,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
809,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
810,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
811,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
812,5,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
813,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
814,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
815,4,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
816,4,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
817,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
818,5,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
819,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
820,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
821,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
822,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
823,6,FALSE,social drinker,formal,family,public,single,independent,22,eco-friendly,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
824,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
825,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
826,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
827,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
828,3,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
829,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
830,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
831,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
832,4,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
833,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
834,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
835,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
836,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
837,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
838,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
839,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
840,5,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
841,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
842,3,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
843,2,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
844,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
845,5,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
846,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
847,5,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
848,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
849,5,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
850,3,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
851,6,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
852,6,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,closed,none
853,6,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
854,5,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
855,4,FALSE,abstemious,no preference,friends,public,single,independent,26,eco-friendly,hunter-ostentatious,Catholic,professional,medium,Wine-Beer,not permitted,informal,no_accessibility,medium,quiet,closed,variety
856,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
857,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
858,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
859,6,FALSE,social drinker,formal,family,public,single,independent,22,none,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
860,2,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
861,5,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
862,3,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
863,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
864,4,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
865,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
866,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
867,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
868,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
869,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
870,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
871,2,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
872,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
873,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
874,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
875,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
876,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
877,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
878,4,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
879,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
880,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
881,1,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
882,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
883,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
884,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
885,6,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
886,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
887,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
888,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
889,5,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
890,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
891,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
892,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
893,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
894,5,FALSE,social drinker,no preference,friends,car owner,single,independent,21,none,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
895,3,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
896,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
897,1,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
898,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
899,6,FALSE,social drinker,no preference,friends,car owner,single,independent,23,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
900,1,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
901,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
902,4,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
903,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
904,6,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
905,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
906,1,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
907,0,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
908,3,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
909,3,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
910,6,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
911,6,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
912,6,FALSE,social drinker,no preference,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
913,3,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
914,4,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
915,2,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
916,4,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
917,2,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
918,5,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
919,4,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
920,0,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
921,6,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
922,6,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
923,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
924,4,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
925,6,FALSE,abstemious,formal,friends,public,single,independent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
926,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
927,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
928,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
929,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
930,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
931,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
932,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
933,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
934,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
935,5,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
936,5,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
937,3,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
938,4,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
939,5,FALSE,abstemious,formal,family,public,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
940,3,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
941,3,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
942,6,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
943,6,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
944,5,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
945,4,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
946,3,TRUE,social drinker,no preference,friends,car owner,single,independent,22,variety,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
